Transaction_ID,Date,Travel_destination,Category,Schedule,Price,Price_per_person,Number_of_people,Age_group
S00778,2025/10/18,台湾,海外,4泊5日,380000,95000,4,60代
S00779,2025/10/30,大阪,国内,1泊2日,42000,21000,2,20代
S00780,2025/10/15,京都,国内,3泊4日,108000,36000,3,60代
S00781,2025/10/28,東京ディズニー,国内,1泊2日,108000,27000,4,30代
S00782,2025/10/25,沖縄,国内,3泊4日,188000,47000,4,20代
S00783,2025/10/04,沖縄,国内,3泊4日,41000,41000,1,30代
S00784,2025/10/29,東京ディズニー,国内,1泊2日,46000,23000,2,30代
S00785,2025/10/12,オーストラリア,海外,7泊8日,742000,371000,2,40代
S00786,2025/10/19,沖縄,国内,2泊3日,174000,58000,3,50代
S00787,2025/10/04,シンガポール,海外,3泊4日,710000,142000,5,60代
S00788,2025/11/12,京都,国内,2泊3日,104000,52000,2,40代
S00789,2025/11/17,大阪,国内,1泊2日,87000,29000,3,30代
S00790,2025/11/13,ハワイ,海外,6泊7日,990000,330000,3,50代
S00791,2025/11/28,四国,国内,3泊4日,108000,54000,2,20代
S00792,2025/11/22,北海道,国内,3泊4日,276000,69000,4,30代
S00793,2025/11/23,四国,国内,2泊3日,136000,34000,4,60代
S00794,2025/11/28,京都,国内,2泊3日,116000,58000,2,50代
S00795,2025/11/25,バリ島,海外,6泊7日,1030000,206000,5,30代
S00796,2025/11/04,台湾,海外,2泊3日,162000,81000,2,40代
S00797,2025/11/03,沖縄,国内,3泊4日,260000,65000,4,60代
S00798,2025/11/04,パリ,海外,5泊6日,1316000,329000,4,40代
S00799,2025/11/09,ハワイ,海外,6泊7日,620000,155000,4,40代
S00800,2025/11/04,韓国,海外,3泊4日,192000,64000,3,60代
S00801,2025/11/25,パリ,海外,7泊8日,1565000,313000,5,30代
S00802,2025/11/19,台湾,海外,4泊5日,225000,75000,3,40代
S00803,2025/11/13,ハワイ,海外,6泊7日,936000,312000,3,60代
S00804,2025/11/01,九州,国内,4泊5日,53000,53000,1,50代
S00805,2025/11/14,東北,国内,3泊4日,162000,27000,6,40代
S00806,2025/11/30,バリ島,海外,6泊7日,188000,188000,1,30代
S00807,2025/11/28,大阪,国内,2泊3日,87000,29000,3,60代
S00808,2025/11/13,シンガポール,海外,5泊6日,372000,186000,2,40代
S00809,2025/11/17,九州,国内,4泊5日,108000,54000,2,40代
S00810,2025/11/26,韓国,海外,2泊3日,216000,54000,4,40代
S00811,2025/11/08,四国,国内,2泊3日,188000,47000,4,40代
S00812,2025/11/07,大阪,国内,2泊3日,120000,30000,4,50代
S00813,2025/11/14,九州,国内,3泊4日,132000,66000,2,40代
S00814,2025/11/19,韓国,海外,3泊4日,168000,84000,2,60代
S00815,2025/11/20,ハワイ,海外,7泊8日,830000,166000,5,50代
S00816,2025/11/24,東京ディズニー,国内,2泊3日,192000,48000,4,40代
S00817,2025/11/09,韓国,海外,3泊4日,222000,74000,3,30代
S00818,2025/12/26,北海道,国内,3泊4日,192000,64000,3,40代
S00819,2025/12/05,東京ディズニー,国内,1泊2日,84000,42000,2,50代
S00820,2025/12/16,シンガポール,海外,3泊4日,121000,121000,1,60代
S00821,2025/12/22,タイ,海外,5泊6日,390000,78000,5,30代
S00822,2025/12/17,オーストラリア,海外,7泊8日,1011000,337000,3,20代
S00823,2025/12/24,韓国,海外,3泊4日,252000,63000,4,50代
S00824,2025/12/15,シンガポール,海外,4泊5日,288000,144000,2,40代
S00825,2025/12/14,四国,国内,3泊4日,216000,54000,4,60代
S00826,2025/12/10,大阪,国内,1泊2日,63000,21000,3,60代
S00827,2025/12/26,ローマ,海外,6泊7日,694000,347000,2,30代
S00828,2025/12/28,東京ディズニー,国内,1泊2日,250000,50000,5,30代
S00829,2025/12/30,四国,国内,2泊3日,66000,33000,2,60代
S00830,2025/12/02,ハワイ,海外,6泊7日,1395000,279000,5,50代
S00831,2025/12/29,ニューヨーク,海外,5泊6日,1332000,333000,4,50代
S00832,2025/12/15,ニューヨーク,海外,7泊8日,368000,368000,1,20代
S00833,2025/12/07,北海道,国内,4泊5日,84000,42000,2,40代
S00834,2025/12/22,韓国,海外,3泊4日,264000,66000,4,30代
S00835,2025/12/27,ローマ,海外,7泊8日,1156000,289000,4,30代
S00836,2025/12/29,オーストラリア,海外,6泊7日,326000,326000,1,20代
S00837,2025/12/07,シンガポール,海外,4泊5日,532000,133000,4,30代
S00838,2025/12/12,京都,国内,1泊2日,295000,59000,5,20代
S00839,2025/12/16,韓国,海外,2泊3日,176000,88000,2,30代
S00840,2025/12/14,大阪,国内,1泊2日,87000,29000,3,60代
S00841,2025/12/05,ハワイ,海外,4泊5日,624000,312000,2,30代
S00842,2025/12/15,ローマ,海外,5泊6日,265000,265000,1,20代
S00843,2025/12/23,ニューヨーク,海外,6泊7日,900000,225000,4,30代
S00844,2025/12/12,ハワイ,海外,4泊5日,250000,250000,1,40代
S00845,2025/12/29,東京ディズニー,国内,1泊2日,111000,37000,3,30代
S00846,2025/12/11,東京ディズニー,国内,2泊3日,42000,21000,2,20代
S00847,2025/12/30,ニューヨーク,海外,6泊7日,722000,361000,2,60代
S00848,2025/12/29,四国,国内,2泊3日,106000,53000,2,60代
S00849,2025/12/15,パリ,海外,5泊6日,496000,248000,2,20代
S00850,2025/12/29,ハワイ,海外,7泊8日,336000,336000,1,30代
S00851,2025/12/28,韓国,海外,2泊3日,108000,54000,2,20代
S00852,2025/12/19,韓国,海外,4泊5日,105000,35000,3,40代
S00853,2025/12/08,タイ,海外,4泊5日,252000,63000,4,60代
S00854,2025/12/19,ハワイ,海外,4泊5日,684000,171000,4,30代
S00855,2025/12/31,ハワイ,海外,6泊7日,483000,161000,3,20代
S00856,2025/12/24,オーストラリア,海外,6泊7日,698000,349000,2,20代
S00857,2025/12/20,グアム,海外,4泊5日,111000,111000,1,30代
S00858,2025/12/07,北海道,国内,2泊3日,154000,77000,2,40代
S00859,2025/12/26,東北,国内,3泊4日,220000,55000,4,60代
S00860,2025/12/17,韓国,海外,2泊3日,198000,66000,3,60代
S00861,2025/12/26,台湾,海外,3泊4日,204000,68000,3,40代
S00862,2025/12/21,ローマ,海外,6泊7日,1750000,350000,5,40代
